leaf	side	base	verdict
38	a	2241	start
38	a	2341	continue
38	a	2443	continue
38	a	2543	continue
38	a	2667	continue
38	a	2769	continue
38	a	2871	continue
38	a	2972	continue
38	a	3072	continue
38	a	3176	continue
38	a	3276	continue
38	a	3378	continue
38	a	3481	continue
38	a	3583	continue
38	a	3684	continue
38	a	3785	continue
38	a	3889	continue
38	a	3989	continue
38	a	4090	continue
38	a	4192	continue
38	a	4294	continue
38	a	4394	continue
38	a	4516	start
38	a	4620	continue
38	a	4721	continue
38	a	4823	continue
38	a	4925	continue
38	a	5046	start
38	a	5150	continue
38	a	5252	continue
38	a	5354	continue
38	a	5455	continue
38	a	5558	continue
38	a	5659	continue
38	a	5759	continue
38	a	5861	continue
38	a	5962	continue
38	a	6063	continue
38	a	6165	continue
38	b	2231	continue
38	b	2334	continue
38	b	2456	start
38	b	2555	continue
38	b	2657	continue
38	b	2759	continue
38	b	2860	continue
38	b	2961	continue
38	b	3063	continue
38	b	3184	start
38	b	3330	continue
38	b	3431	continue
38	b	3532	continue
38	b	3636	start
38	b	3736	continue
38	b	3877	start
38	b	3979	continue
38	b	4080	continue
38	b	4183	continue
38	b	4284	continue
38	b	4387	continue
38	b	4488	continue
38	b	4590	continue
38	b	4691	continue
38	b	4794	continue
38	b	4896	continue
38	b	4997	continue
38	b	5142	start
38	b	5243	continue
38	b	5345	continue
38	b	5446	continue
38	b	5548	continue
38	b	5650	continue
38	b	5771	start
38	b	5873	continue
38	b	5976	continue
38	b	6077	continue
38	b	6178	continue
39	a	392	continue
39	a	495	continue
39	a	596	continue
39	a	699	continue
39	a	803	continue
39	a	903	start
39	a	1005	continue
39	a	1105	continue
39	a	1208	continue
39	a	1310	continue
39	a	1413	continue
39	a	1514	continue
39	a	1617	continue
39	a	1719	continue
39	a	1820	continue
39	a	1922	continue
39	a	2023	continue
39	a	2128	continue
39	a	2232	continue
39	a	2349	start
39	a	2454	continue
39	a	2574	start
39	a	2679	continue
39	a	2800	start
39	a	2903	continue
39	a	3006	continue
39	a	3107	continue
39	a	3209	continue
39	a	3311	continue
39	a	3414	continue
39	a	3536	start
39	a	3638	continue
39	a	3740	continue
39	a	3842	continue
39	a	3944	continue
39	a	4046	continue
39	a	4149	continue
39	a	4250	continue
39	a	4351	continue
39	a	4454	continue
39	a	4557	continue
39	a	4658	continue
39	a	4762	continue
39	a	4862	continue
39	a	4965	continue
39	a	5068	continue
39	a	5170	continue
39	a	5272	continue
39	a	5375	continue
39	a	5477	start
39	a	5579	continue
39	a	5683	continue
39	a	5802	start
39	a	5906	continue
39	a	6010	continue
39	a	6111	start
39	a	6214	continue
39	b	387	continue
39	b	609	start
39	b	713	continue
39	b	814	continue
39	b	918	continue
39	b	1037	start
39	b	1141	continue
39	b	1244	continue
39	b	1346	start
39	b	1448	continue
39	b	1550	continue
39	b	1651	continue
39	b	1754	continue
39	b	1856	continue
39	b	1958	continue
39	b	2059	continue
39	b	2162	continue
39	b	2265	start
39	b	2366	continue
39	b	2468	continue
39	b	2571	continue
39	b	2672	continue
39	b	2774	continue
39	b	2876	continue
39	b	2978	continue
39	b	3081	continue
39	b	3182	continue
39	b	3284	continue
39	b	3386	continue
39	b	3489	continue
39	b	3589	continue
39	b	3696	continue
39	b	3813	start
39	b	3923	continue
39	b	4037	start
39	b	4141	continue
39	b	4243	continue
39	b	4345	continue
39	b	4448	continue
39	b	4552	continue
39	b	4673	start
39	b	4775	continue
39	b	4877	continue
39	b	4979	continue
39	b	5081	continue
39	b	5184	continue
39	b	5287	continue
39	b	5394	continue
39	b	5491	start
39	b	5593	continue
39	b	5695	continue
39	b	5798	continue
39	b	5902	continue
39	b	6003	start
39	b	6104	continue
39	b	6206	continue
40	a	373	continue
40	a	473	continue
40	a	575	continue
40	a	676	continue
40	a	776	continue
40	a	878	start
40	a	980	continue
40	a	1081	continue
40	a	1181	continue
40	a	1301	start
40	a	1402	continue
40	a	1524	start
40	a	1627	continue
40	a	1730	continue
40	a	1830	continue
40	a	1951	start
40	a	2054	continue
40	a	2155	continue
40	a	2256	continue
40	a	2358	continue
40	a	2459	continue
40	a	2559	continue
40	a	2662	continue
40	a	2762	continue
40	a	2863	continue
40	a	3004	start
40	a	3106	continue
40	a	3226	start
40	a	3331	continue
40	a	3452	start
40	a	3555	continue
40	a	3656	continue
40	a	3880	continue
40	a	3981	continue
40	a	4083	continue
40	a	4184	continue
40	a	4284	continue
40	a	4386	continue
40	a	4609	continue
40	a	4711	continue
40	a	4812	continue
40	a	4913	continue
40	a	5136	start
40	a	5239	continue
40	a	5341	continue
40	a	5442	continue
40	a	5544	continue
40	a	5645	continue
40	a	5747	continue
40	a	5848	continue
40	a	5949	continue
40	a	6050	continue
40	a	6152	continue
40	b	370	continue
40	b	472	continue
40	b	573	continue
40	b	673	continue
40	b	775	continue
40	b	876	continue
40	b	977	continue
40	b	1098	start
40	b	1201	continue
40	b	1302	continue
40	b	1403	continue
40	b	1505	continue
40	b	1644	start
40	b	1748	continue
40	b	1849	continue
40	b	1950	continue
40	b	2193	start
40	b	2295	continue
40	b	2397	continue
40	b	2498	continue
40	b	2599	continue
40	b	2701	continue
40	b	2802	continue
40	b	2923	start
40	b	3025	continue
40	b	3126	continue
40	b	3228	continue
40	b	3330	continue
40	b	3430	continue
40	b	3532	continue
40	b	3634	continue
40	b	3735	continue
40	b	3854	start
40	b	3958	continue
40	b	4058	continue
40	b	4160	continue
40	b	4261	continue
40	b	4363	continue
40	b	4465	continue
40	b	4566	continue
40	b	4708	start
40	b	4811	continue
40	b	4912	continue
40	b	5014	continue
40	b	5117	continue
40	b	5236	start
40	b	5340	continue
40	b	5441	continue
40	b	5544	continue
40	b	5645	continue
40	b	5747	continue
40	b	5848	continue
40	b	5950	continue
40	b	6052	continue
41	a	357	start
41	a	497	start
41	a	599	continue
41	a	701	continue
41	a	804	start
41	a	924	start
41	a	1027	continue
41	a	1129	start
41	a	1231	continue
41	a	1333	continue
41	a	1436	continue
41	a	1537	continue
41	a	1639	continue
41	a	1740	continue
41	a	1883	start
41	a	1987	continue
41	a	2088	continue
41	a	2190	continue
41	a	2292	continue
41	a	2394	continue
41	a	2534	start
41	a	2640	continue
41	a	2741	continue
41	a	2843	start
41	a	2944	continue
41	a	3047	continue
41	a	3149	continue
41	a	3251	continue
41	a	3354	continue
41	a	3455	continue
41	a	3558	continue
41	a	3659	continue
41	a	3761	continue
41	a	3863	continue
41	a	3965	continue
41	a	4068	continue
41	a	4211	start
41	a	4314	continue
41	a	4417	continue
41	a	4519	continue
41	a	4621	continue
41	a	4723	continue
41	a	4948	continue
41	a	5051	continue
41	a	5153	continue
41	a	5254	continue
41	a	5358	continue
41	a	5458	continue
41	a	5561	continue
41	a	5663	continue
41	a	5765	continue
41	a	5869	continue
41	a	5970	continue
41	a	6073	continue
41	a	6176	continue
41	b	361	continue
41	b	459	continue
41	b	561	continue
41	b	663	continue
41	b	765	continue
41	b	866	continue
41	b	970	continue
41	b	1068	continue
41	b	1209	start
41	b	1317	continue
41	b	1419	continue
41	b	1520	continue
41	b	1621	continue
41	b	1724	continue
41	b	1826	continue
41	b	1928	continue
41	b	2029	continue
41	b	2133	continue
41	b	2232	continue
41	b	2479	continue
41	b	2579	continue
41	b	2683	continue
41	b	2782	continue
41	b	2886	continue
41	b	2988	continue
41	b	3086	continue
41	b	3211	start
41	b	3314	continue
41	b	3416	continue
41	b	3536	start
41	b	3640	continue
41	b	3743	continue
41	b	3845	continue
41	b	3964	start
41	b	4067	continue
41	b	4190	start
41	b	4293	continue
41	b	4394	continue
41	b	4498	continue
41	b	4600	continue
41	b	4744	start
41	b	4844	continue
41	b	4947	continue
41	b	5050	continue
41	b	5152	continue
41	b	5254	continue
41	b	5356	continue
41	b	5457	continue
41	b	5561	continue
41	b	5661	continue
41	b	5763	continue
41	b	5867	continue
41	b	5968	continue
41	b	6072	continue
41	b	6174	continue
42	a	435	continue
42	a	537	continue
42	a	639	continue
42	a	740	continue
42	a	842	continue
42	a	942	continue
42	a	1044	continue
42	a	1145	continue
42	a	1249	continue
42	a	1349	continue
42	a	1449	continue
42	a	1797	continue
42	a	1999	start
42	a	2101	continue
42	a	2321	start
42	a	2426	continue
42	a	2528	continue
42	a	2629	continue
42	a	2730	continue
42	a	2831	continue
42	a	2933	continue
42	a	3035	continue
42	a	3138	continue
42	a	3239	continue
42	a	3340	continue
42	a	3443	continue
42	a	3544	continue
42	a	3645	continue
42	a	3746	continue
42	a	3848	continue
42	a	3950	continue
42	a	4051	continue
42	a	4150	continue
42	a	4274	start
42	a	4378	continue
42	a	4478	continue
42	a	4580	continue
42	a	4698	start
42	a	4804	continue
42	a	4905	continue
42	a	5006	continue
42	a	5108	continue
42	a	5211	continue
42	a	5310	continue
42	a	5413	continue
42	a	5516	continue
42	a	5617	continue
42	a	5718	continue
42	a	5814	continue
42	a	5919	start
42	a	6024	continue
42	a	6124	continue
42	a	6226	continue
42	b	444	continue
42	b	544	continue
42	b	646	continue
42	b	747	continue
42	b	848	continue
42	b	949	continue
42	b	1050	start
42	b	1152	continue
42	b	1275	start
42	b	1377	continue
42	b	1478	continue
42	b	1580	continue
42	b	1682	continue
42	b	1903	start
42	b	2007	continue
42	b	2109	continue
42	b	2209	continue
42	b	2310	continue
42	b	2415	start
42	b	2514	continue
42	b	2616	continue
42	b	2718	continue
42	b	2820	continue
42	b	2921	continue
42	b	3023	continue
42	b	3123	continue
42	b	3226	continue
42	b	3328	continue
42	b	3429	continue
42	b	3535	start
42	b	3634	continue
42	b	3735	continue
42	b	3835	continue
42	b	3937	continue
42	b	4040	continue
42	b	4161	start
42	b	4264	continue
42	b	4365	continue
42	b	4467	continue
42	b	4569	continue
42	b	4692	start
42	b	4794	continue
42	b	4896	continue
42	b	4997	continue
42	b	5102	start
42	b	5202	continue
42	b	5302	continue
42	b	5527	continue
42	b	5630	continue
42	b	5731	continue
42	b	5833	continue
42	b	5935	continue
42	b	6036	continue
42	b	6138	continue
42	b	6239	continue
43	a	438	continue
43	a	540	continue
43	a	639	continue
43	a	742	continue
43	a	843	continue
43	a	946	continue
43	a	1048	continue
43	a	1188	start
43	a	1292	continue
43	a	1395	continue
43	a	1513	start
43	a	1619	continue
43	a	1721	continue
43	a	1822	continue
43	a	1964	start
43	a	2066	continue
43	a	2169	continue
43	a	2270	continue
43	a	2372	continue
43	a	2474	continue
43	a	2576	continue
43	a	2678	continue
43	a	2779	start
43	a	2887	continue
43	a	2984	start
43	a	3086	continue
43	a	3188	continue
43	a	3290	continue
43	a	3394	continue
43	a	3496	start
43	a	3596	continue
43	a	3697	continue
43	a	3800	continue
43	a	4021	start
43	a	4123	continue
43	a	4227	continue
43	a	4329	continue
43	a	4432	continue
43	a	4533	continue
43	a	4635	continue
43	a	4738	continue
43	a	4841	continue
43	a	4942	continue
43	a	5044	continue
43	a	5147	continue
43	a	5250	continue
43	a	5352	continue
43	a	5456	continue
43	a	5594	start
43	a	5700	continue
43	a	5805	continue
43	a	5940	start
43	a	6047	continue
43	a	6149	continue
43	a	6256	continue
43	b	449	start
43	b	552	continue
43	b	657	continue
43	b	791	start
43	b	899	continue
43	b	1000	continue
43	b	1103	continue
43	b	1203	continue
43	b	1325	start
43	b	1465	start
43	b	1571	continue
43	b	1694	start
43	b	1815	start
43	b	1917	continue
43	b	2020	continue
43	b	2122	continue
43	b	2343	start
43	b	2447	continue
43	b	2550	continue
43	b	2651	continue
43	b	2794	start
43	b	2895	continue
43	b	2997	continue
43	b	3099	continue
43	b	3201	continue
43	b	3303	continue
43	b	3403	continue
43	b	3506	continue
43	b	3607	continue
43	b	3709	continue
43	b	3811	continue
43	b	3914	continue
43	b	4014	continue
43	b	4117	continue
43	b	4220	continue
43	b	4362	start
43	b	4464	continue
43	b	4564	continue
43	b	4667	continue
43	b	4770	continue
43	b	4872	continue
43	b	4975	continue
43	b	5077	continue
43	b	5180	continue
43	b	5281	continue
43	b	5385	continue
43	b	5485	continue
43	b	5587	continue
43	b	5691	continue
43	b	5794	continue
43	b	5897	start
43	b	6035	start
43	b	6138	continue
43	b	6243	continue
44	a	333	continue
44	a	434	continue
44	a	536	continue
44	a	637	continue
44	a	738	continue
44	a	842	continue
44	a	943	continue
44	a	1043	continue
44	a	1144	continue
44	a	1245	continue
44	a	1363	start
44	a	1468	continue
44	a	1692	start
44	a	1794	continue
44	a	1896	continue
44	a	1998	continue
44	a	2100	continue
44	a	2202	continue
44	a	2302	continue
44	a	2401	continue
44	a	2525	start
44	a	2629	continue
44	a	2728	continue
44	a	2846	start
44	a	2955	continue
44	a	3055	continue
44	a	3156	continue
44	a	3258	continue
44	a	3360	continue
44	a	3462	continue
44	a	3562	continue
44	a	3664	continue
44	a	3765	continue
44	a	3868	continue
44	a	3969	continue
44	a	4068	start
44	a	4172	continue
44	a	4274	continue
44	a	4375	continue
44	a	4476	continue
44	a	4578	start
44	a	4681	continue
44	a	4783	continue
44	a	4884	continue
44	a	4987	continue
44	a	5108	start
44	a	5210	continue
44	a	5313	continue
44	a	5413	continue
44	a	5515	continue
44	a	5616	continue
44	a	5718	continue
44	a	5820	continue
44	a	5921	continue
44	a	6023	continue
44	a	6122	continue
44	b	339	start
44	b	441	continue
44	b	542	continue
44	b	645	continue
44	b	746	start
44	b	847	continue
44	b	948	continue
44	b	1050	continue
44	b	1151	continue
44	b	1253	continue
44	b	1354	continue
44	b	1457	continue
44	b	1557	continue
44	b	1659	continue
44	b	1761	continue
44	b	1862	continue
44	b	1963	continue
44	b	2065	continue
44	b	2166	continue
44	b	2268	continue
44	b	2370	continue
44	b	2471	continue
44	b	2573	continue
44	b	2692	start
44	b	2796	continue
44	b	2898	continue
44	b	3000	continue
44	b	3101	continue
44	b	3203	continue
44	b	3305	continue
44	b	3406	continue
44	b	3509	continue
44	b	3610	continue
44	b	3711	continue
44	b	3832	start
44	b	3936	continue
44	b	4037	continue
44	b	4138	continue
44	b	4241	start
44	b	4341	continue
44	b	4443	continue
44	b	4545	continue
44	b	4647	continue
44	b	4748	continue
44	b	4853	continue
44	b	4974	start
44	b	5076	continue
44	b	5177	continue
44	b	5279	continue
44	b	5482	start
44	b	5584	continue
44	b	5685	continue
44	b	5787	continue
44	b	5928	start
44	b	6031	continue
44	b	6132	continue
45	a	328	continue
45	a	430	continue
45	a	531	continue
45	a	633	continue
45	a	852	start
45	a	958	continue
45	a	1059	continue
45	a	1161	continue
45	a	1264	continue
45	a	1382	start
45	a	1487	continue
45	a	1589	continue
45	a	1691	continue
45	a	1792	continue
45	a	1893	continue
45	a	1992	start
45	a	2117	start
45	a	2220	continue
45	a	2438	start
45	a	2542	start
45	a	2639	continue
45	a	2746	start
45	a	2850	continue
45	a	2951	continue
45	a	3054	continue
45	a	3150	continue
45	a	3254	start
45	a	3358	continue
45	a	3455	continue
45	a	3576	start
45	a	3684	continue
45	a	3788	continue
45	a	3887	continue
45	a	3989	continue
45	a	4091	continue
45	a	4194	continue
45	a	4295	continue
45	a	4398	continue
45	a	4500	continue
45	a	4602	continue
45	a	4704	continue
45	a	4806	continue
45	a	4908	continue
45	a	5009	continue
45	a	5131	start
45	a	5234	continue
45	a	5336	continue
45	a	5438	continue
45	a	5540	continue
45	a	5644	continue
45	a	5743	continue
45	a	5844	continue
45	a	5949	start
45	a	6051	continue
45	a	6155	continue
45	b	334	continue
45	b	437	continue
45	b	538	continue
45	b	640	continue
45	b	741	continue
45	b	842	continue
45	b	943	continue
45	b	1069	start
45	b	1168	continue
45	b	1270	continue
45	b	1371	continue
45	b	1472	continue
45	b	1575	continue
45	b	1678	continue
45	b	1816	start
45	b	1921	continue
45	b	2022	continue
45	b	2125	continue
45	b	2367	start
45	b	2509	start
45	b	2615	continue
45	b	2715	continue
45	b	2815	continue
45	b	2918	continue
45	b	3019	continue
45	b	3122	continue
45	b	3223	continue
45	b	3324	continue
45	b	3427	continue
45	b	3527	continue
45	b	3629	continue
45	b	3732	continue
45	b	3871	start
45	b	3975	continue
45	b	4076	continue
45	b	4178	continue
45	b	4280	continue
45	b	4382	continue
45	b	4485	continue
45	b	4607	start
45	b	4708	continue
45	b	4811	continue
45	b	4913	continue
45	b	5055	start
45	b	5159	continue
45	b	5300	start
45	b	5404	continue
45	b	5542	start
45	b	5648	continue
45	b	5749	continue
45	b	5850	continue
45	b	5952	continue
45	b	6055	continue
45	b	6157	continue
46	a	359	continue
46	a	460	continue
46	a	562	continue
46	a	664	continue
46	a	765	continue
46	a	866	continue
46	a	986	start
46	a	1089	continue
46	a	1192	continue
46	a	1292	continue
46	a	1394	continue
46	a	1495	continue
46	a	1596	continue
46	a	1697	continue
46	a	1819	start
46	a	1921	continue
46	a	2022	continue
46	a	2126	continue
46	a	2266	start
46	a	2370	continue
46	a	2471	continue
46	a	2573	continue
46	a	2674	continue
46	a	2776	continue
46	a	2877	continue
46	a	2978	continue
46	a	3082	continue
46	a	3181	continue
46	a	3285	continue
46	a	3385	continue
46	a	3487	continue
46	a	3588	continue
46	a	3691	continue
46	a	3797	continue
46	a	3933	start
46	a	4037	continue
46	a	4139	continue
46	a	4241	continue
46	a	4344	continue
46	a	4449	continue
46	a	4669	continue
46	a	4771	continue
46	a	4874	continue
46	a	4977	continue
46	a	5099	start
46	a	5199	continue
46	a	5303	continue
46	a	5403	continue
46	a	5506	continue
46	a	5607	continue
46	a	5711	start
46	a	5809	continue
46	a	5912	continue
46	a	6051	start
46	b	355	continue
46	b	457	continue
46	b	578	start
46	b	679	continue
46	b	780	continue
46	b	881	continue
46	b	983	continue
46	b	1085	continue
46	b	1185	continue
46	b	1287	continue
46	b	1388	continue
46	b	1491	continue
46	b	1716	continue
46	b	1855	start
46	b	1958	continue
46	b	2062	continue
46	b	2179	start
46	b	2283	continue
46	b	2384	continue
46	b	2488	continue
46	b	2588	start
46	b	2688	continue
46	b	2793	continue
46	b	2892	continue
46	b	2994	continue
46	b	3096	continue
46	b	3197	continue
46	b	3298	continue
46	b	3400	continue
46	b	3502	continue
46	b	3602	continue
46	b	3705	continue
46	b	3806	continue
46	b	3908	continue
46	b	4009	continue
46	b	4111	continue
46	b	4213	continue
46	b	4314	continue
46	b	4418	continue
46	b	4516	start
46	b	4619	continue
46	b	4720	continue
46	b	4823	continue
46	b	4927	continue
46	b	5026	start
46	b	5128	continue
46	b	5231	continue
46	b	5333	continue
46	b	5435	continue
46	b	5536	continue
46	b	5639	continue
46	b	5739	continue
46	b	5842	continue
46	b	5943	continue
46	b	6045	continue
47	a	322	continue
47	a	423	continue
47	a	527	continue
47	a	627	start
47	a	731	start
47	a	831	continue
47	a	935	start
47	a	1037	start
47	a	1136	continue
47	a	1239	continue
47	a	1339	continue
47	a	1440	start
47	a	1545	continue
47	a	1646	continue
47	a	1767	start
47	a	1870	continue
47	a	1972	continue
47	a	2076	continue
47	a	2176	continue
47	a	2280	continue
47	a	2380	continue
47	a	2481	continue
47	a	2584	continue
47	a	2684	continue
47	a	2787	continue
47	a	2889	continue
47	a	2990	continue
47	a	3113	start
47	a	3217	continue
47	a	3319	continue
47	a	3422	continue
47	a	3523	continue
47	a	3625	continue
47	a	3729	continue
47	a	3829	continue
47	a	3932	continue
47	a	4033	continue
47	a	4136	continue
47	a	4239	continue
47	a	4339	continue
47	a	4443	start
47	a	4543	continue
47	a	4646	continue
47	a	4791	start
47	a	4893	continue
47	a	4997	continue
47	a	5098	continue
47	a	5199	continue
47	a	5301	continue
47	a	5404	continue
47	a	5507	continue
47	a	5609	continue
47	a	5710	continue
47	a	5831	start
47	a	5936	continue
47	a	6037	continue
47	a	6142	start
47	b	337	continue
47	b	442	continue
47	b	535	continue
47	b	684	start
47	b	784	continue
47	b	888	continue
47	b	988	continue
47	b	1090	continue
47	b	1192	continue
47	b	1289	continue
47	b	1438	start
47	b	1538	continue
47	b	1640	continue
47	b	1744	continue
47	b	1843	continue
47	b	1946	continue
47	b	2047	continue
47	b	2149	continue
47	b	2252	continue
47	b	2353	continue
47	b	2456	continue
47	b	2556	continue
47	b	2660	continue
47	b	2761	continue
47	b	2862	continue
47	b	2981	start
47	b	3109	start
47	b	3209	continue
47	b	3310	continue
47	b	3413	continue
47	b	3513	continue
47	b	3615	continue
47	b	3717	continue
47	b	3819	continue
47	b	3921	continue
47	b	4018	continue
47	b	4165	start
47	b	4269	continue
47	b	4370	continue
47	b	4473	continue
47	b	4574	continue
47	b	4677	continue
47	b	4780	continue
47	b	4882	continue
47	b	4984	continue
47	b	5085	continue
47	b	5189	continue
47	b	5291	continue
47	b	5393	continue
47	b	5496	continue
47	b	5616	start
47	b	5744	start
47	b	5842	continue
47	b	5944	continue
47	b	6048	continue
47	b	6148	continue
48	a	417	start
48	a	518	continue
48	a	619	continue
48	a	720	continue
48	a	822	continue
48	a	922	continue
48	a	1024	continue
48	a	1125	continue
48	a	1265	start
48	a	1369	continue
48	a	1472	continue
48	a	1573	continue
48	a	1676	continue
48	a	1776	continue
48	a	1877	continue
48	a	1981	continue
48	a	2080	continue
48	a	2182	continue
48	a	2284	continue
48	a	2385	continue
48	a	2487	continue
48	a	2589	continue
48	a	2689	continue
48	a	2834	start
48	a	2935	continue
48	a	3037	continue
48	a	3139	continue
48	a	3241	continue
48	a	3343	continue
48	a	3444	continue
48	a	3546	continue
48	a	3648	continue
48	a	3750	continue
48	a	3850	continue
48	a	3953	continue
48	a	4054	continue
48	a	4157	continue
48	a	4259	continue
48	a	4360	continue
48	a	4462	continue
48	a	4600	start
48	a	4707	continue
48	a	4809	continue
48	a	5055	continue
48	a	5155	continue
48	a	5257	continue
48	a	5361	continue
48	a	5461	continue
48	a	5563	continue
48	a	5664	continue
48	a	5767	continue
48	a	5869	continue
48	a	5969	continue
48	a	6072	continue
48	b	438	start
48	b	543	continue
48	b	667	start
48	b	768	continue
48	b	869	continue
48	b	991	start
48	b	1092	continue
48	b	1192	continue
48	b	1332	start
48	b	1437	continue
48	b	1539	continue
48	b	1637	continue
48	b	1839	continue
48	b	2147	continue
48	b	2249	continue
48	b	2349	start
48	b	2451	continue
48	b	2554	continue
48	b	2655	continue
48	b	2757	continue
48	b	2858	continue
48	b	2959	continue
48	b	3061	continue
48	b	3163	continue
48	b	3265	continue
48	b	3366	continue
48	b	3467	continue
48	b	3569	continue
48	b	3671	continue
48	b	3773	continue
48	b	3875	continue
48	b	3975	continue
48	b	4097	start
48	b	4199	continue
48	b	4301	continue
48	b	4522	start
48	b	4626	continue
48	b	4727	continue
48	b	4829	continue
48	b	4932	continue
48	b	5051	start
48	b	5156	continue
48	b	5258	continue
48	b	5358	continue
48	b	5461	continue
48	b	5562	continue
48	b	5664	continue
48	b	5766	continue
48	b	5867	continue
48	b	5968	continue
48	b	6071	continue
48	b	6173	continue
49	a	341	continue
49	a	444	continue
49	a	545	continue
49	a	648	continue
49	a	750	continue
49	a	853	continue
49	a	954	continue
49	a	1056	continue
49	a	1158	continue
49	a	1282	start
49	a	1383	continue
49	a	1485	continue
49	a	1605	continue
49	a	1707	continue
49	a	1812	continue
49	a	1913	continue
49	a	2016	continue
49	a	2118	continue
49	a	2219	continue
49	a	2321	continue
49	a	2424	continue
49	a	2525	continue
49	a	2628	continue
49	a	2730	continue
49	a	3119	continue
49	a	3221	continue
49	a	3324	continue
49	a	3425	continue
49	a	3529	continue
49	a	3630	continue
49	a	3734	continue
49	a	3834	continue
49	a	3937	continue
49	a	4040	continue
49	a	4137	continue
49	a	4281	start
49	a	4387	continue
49	a	4490	continue
49	a	4592	continue
49	a	4695	continue
49	a	4798	continue
49	a	4899	continue
49	a	5002	continue
49	a	5104	continue
49	a	5207	continue
49	a	5310	continue
49	a	5411	continue
49	a	5515	continue
49	a	5615	continue
49	a	5718	continue
49	a	5839	start
49	a	5944	continue
49	a	6046	continue
49	a	6149	continue
49	b	352	continue
49	b	453	continue
49	b	555	continue
49	b	657	continue
49	b	758	continue
49	b	854	continue
49	b	998	start
49	b	1106	continue
49	b	1209	continue
49	b	1310	continue
49	b	1412	continue
49	b	1513	continue
49	b	1615	continue
49	b	1718	continue
49	b	1820	continue
49	b	1921	continue
49	b	2025	continue
49	b	2126	continue
49	b	2229	continue
49	b	2330	continue
49	b	2433	continue
49	b	2571	start
49	b	2698	continue
49	b	2800	continue
49	b	2902	continue
49	b	3003	continue
49	b	3107	continue
49	b	3209	continue
49	b	3310	continue
49	b	3412	continue
49	b	3515	continue
49	b	3616	continue
49	b	3718	continue
49	b	3821	continue
49	b	3923	continue
49	b	4063	start
49	b	4168	continue
49	b	4270	continue
49	b	4373	continue
49	b	4475	continue
49	b	4578	continue
49	b	4678	continue
49	b	4822	start
49	b	5068	start
49	b	5171	continue
49	b	5295	start
49	b	5399	continue
49	b	5502	continue
49	b	5624	start
49	b	5726	continue
49	b	5828	continue
49	b	5930	continue
49	b	6052	start
49	b	6155	continue
50	a	347	continue
50	a	446	continue
50	a	546	continue
50	a	666	start
50	a	767	continue
50	a	866	continue
50	a	965	continue
50	a	1065	continue
50	a	1165	continue
50	a	1265	continue
50	a	1366	continue
50	a	1466	continue
50	a	1565	continue
50	a	1665	continue
50	a	1767	continue
50	a	1867	continue
50	a	1967	continue
50	a	2067	continue
50	a	2166	continue
50	a	2267	continue
50	a	2367	continue
50	a	2466	continue
50	a	2566	continue
50	a	2666	continue
50	a	2766	continue
50	a	2866	continue
50	a	2988	start
50	a	3086	continue
50	a	3189	continue
50	a	3309	start
50	a	3408	continue
50	a	3508	continue
50	a	3629	start
50	a	3729	continue
50	a	3828	continue
50	a	3929	continue
50	a	4029	continue
50	a	4129	continue
50	a	4230	continue
50	a	4330	continue
50	a	4430	continue
50	a	4530	continue
50	a	4630	continue
50	a	4731	continue
50	a	4832	continue
50	a	4931	continue
50	a	5050	start
50	a	5151	continue
50	a	5253	continue
50	a	5353	continue
50	a	5453	continue
50	a	5553	continue
50	a	5654	continue
50	a	5754	continue
50	a	5854	continue
50	a	5953	continue
50	a	6054	continue
50	b	348	continue
50	b	447	continue
50	b	547	continue
50	b	646	continue
50	b	746	continue
50	b	845	continue
50	b	946	continue
50	b	1045	continue
50	b	1146	continue
50	b	1245	continue
50	b	1346	continue
50	b	1445	continue
50	b	1545	continue
50	b	1645	start
50	b	1745	continue
50	b	1845	continue
50	b	1946	continue
50	b	2045	continue
50	b	2145	continue
50	b	2246	continue
50	b	2345	start
50	b	2444	continue
50	b	2545	start
50	b	2644	continue
50	b	2744	continue
50	b	2844	continue
50	b	2943	continue
50	b	3045	continue
50	b	3148	continue
50	b	3363	continue
50	b	3465	continue
50	b	3565	continue
50	b	3664	continue
50	b	3766	continue
50	b	3885	start
50	b	3986	continue
50	b	4103	start
50	b	4204	continue
50	b	4307	continue
50	b	4444	start
50	b	4546	continue
50	b	4645	continue
50	b	4745	continue
50	b	4845	continue
50	b	4946	continue
50	b	5047	continue
50	b	5147	start
50	b	5247	continue
50	b	5346	continue
50	b	5447	continue
50	b	5546	continue
50	b	5648	continue
50	b	5747	start
50	b	5848	continue
50	b	5949	start
50	b	6047	continue
51	a	341	start
51	a	444	continue
51	a	544	continue
51	a	647	start
51	a	747	continue
51	a	848	continue
51	a	950	continue
51	a	1051	continue
51	a	1154	continue
51	a	1255	continue
51	a	1356	continue
51	a	1458	continue
51	a	1560	continue
51	a	1661	continue
51	a	1761	continue
51	a	1863	start
51	a	1966	continue
51	a	2067	continue
51	a	2168	continue
51	a	2271	continue
51	a	2372	continue
51	a	2480	continue
51	a	2568	continue
51	a	2640	continue
51	a	2722	continue
51	a	2804	continue
51	a	2882	continue
51	a	3023	start
51	a	3121	continue
51	a	3229	start
51	a	3329	continue
51	a	3431	continue
51	a	3533	continue
51	a	3634	continue
51	a	3735	continue
51	a	3837	continue
51	a	3939	continue
51	a	4041	continue
51	a	4143	continue
51	a	4244	continue
